target_name,target_context,connection_name,connection_context,relationship_type,evidence_note,source_url
Kevin Durant,NBA forward and Thirty Five Ventures cofounder,Russell Westbrook,NBA guard,colleague,Oklahoma City Thunder teammates 2008-2016,https://en.wikipedia.org/wiki/Russell_Westbrook
Giannis Antetokounmpo,NBA forward for the Milwaukee Bucks,Khris Middleton,NBA forward,colleague,Milwaukee Bucks teammates 2013-2025; 2021 championship,https://en.wikipedia.org/wiki/Khris_Middleton
Giannis Antetokounmpo,NBA forward for the Milwaukee Bucks,Alex Antetokounmpo,Professional basketball player,family,Youngest brother,https://en.wikipedia.org/wiki/Alex_Antetokounmpo
Giannis Antetokounmpo,NBA forward for the Milwaukee Bucks,Kostas Antetokounmpo,Professional basketball forward,family,Younger brother; won an NBA title with the Lakers in 2020,https://en.wikipedia.org/wiki/Kostas_Antetokounmpo
Giannis Antetokounmpo,NBA forward for the Milwaukee Bucks,Thanasis Antetokounmpo,Professional basketball forward,family,Older brother; Bucks teammates 2019-2024,https://en.wikipedia.org/wiki/Thanasis_Antetokounmpo
Giannis Antetokounmpo,NBA forward for the Milwaukee Bucks,Mariah Riddlesprigger,Former Rice University volleyball player,partner,Long-term partner; children together,https://en.wikipedia.org/wiki/Giannis_Antetokounmpo
Nikola Jokic,NBA center for the Denver Nuggets,Jamal Murray,NBA guard for the Denver Nuggets,colleague,Nuggets teammates since 2016; 2023 championship,https://en.wikipedia.org/wiki/Jamal_Murray
Nikola Jokic,NBA center for the Denver Nuggets,Michael Malone,Basketball head coach,colleague,Nuggets head coach 2015-2025,https://en.wikipedia.org/wiki/Michael_Malone_(basketball)
Nikola Jokic,NBA center for the Denver Nuggets,Strahinja Jokic,Brother and manager,family,Older brother; part of his management circle,https://en.wikipedia.org/wiki/Nikola_Joki%C4%87
Luka Doncic,NBA guard for the Los Angeles Lakers,Goran Dragic,Retired Slovenian basketball guard,colleague,Slovenia teammates; won EuroBasket 2017 together,https://en.wikipedia.org/wiki/Goran_Dragi%C4%87
Luka Doncic,NBA guard for the Los Angeles Lakers,Kyrie Irving,NBA guard,colleague,Dallas Mavericks teammates 2023-2025,https://en.wikipedia.org/wiki/Kyrie_Irving
Luka Doncic,NBA guard for the Los Angeles Lakers,LeBron James,NBA forward for the Los Angeles Lakers,colleague,Lakers teammates from February 2025,https://en.wikipedia.org/wiki/Luka_Don%C4%8Di%C4%87
Joel Embiid,NBA center for the Philadelphia 76ers,James Harden,NBA guard,colleague,76ers teammates 2022-2023,https://en.wikipedia.org/wiki/James_Harden
Joel Embiid,NBA center for the Philadelphia 76ers,Tyrese Maxey,NBA guard for the Philadelphia 76ers,colleague,76ers teammates since 2020,https://en.wikipedia.org/wiki/Tyrese_Maxey
Jayson Tatum,NBA forward for the Boston Celtics,Jaylen Brown,NBA guard-forward for the Boston Celtics,colleague,Celtics teammates since 2017; 2024 championship,https://en.wikipedia.org/wiki/Jaylen_Brown
Jayson Tatum,NBA forward for the Boston Celtics,Joe Mazzulla,Boston Celtics head coach,colleague,Coached by Mazzulla since 2022,https://en.wikipedia.org/wiki/Joe_Mazzulla
Anthony Davis,NBA forward-center for the Dallas Mavericks,Rich Paul,Founder of Klutch Sports Group,agent,Represented by Klutch Sports Group,https://en.wikipedia.org/wiki/Rich_Paul
Anthony Davis,NBA forward-center for the Dallas Mavericks,LeBron James,NBA forward for the Los Angeles Lakers,colleague,Lakers teammates 2019-2025; 2020 championship,https://en.wikipedia.org/wiki/Anthony_Davis
Klay Thompson,NBA guard for the Dallas Mavericks,Stephen Curry,NBA guard for the Golden State Warriors,colleague,Warriors backcourt teammates 2011-2024; four championships,https://en.wikipedia.org/wiki/Klay_Thompson
Klay Thompson,NBA guard for the Dallas Mavericks,Mychal Thompson,Retired NBA forward and broadcaster,family,Father; won two NBA titles with the Lakers in the 1980s,https://en.wikipedia.org/wiki/Mychal_Thompson
Draymond Green,NBA forward for the Golden State Warriors,Stephen Curry,NBA guard for the Golden State Warriors,colleague,Warriors teammates since 2012; four championships,https://en.wikipedia.org/wiki/Draymond_Green
Draymond Green,NBA forward for the Golden State Warriors,Hazel Renee,Actress and television personality,spouse,Married 2022,https://en.wikipedia.org/wiki/Draymond_Green
Chris Paul,NBA guard and former NBPA president,Blake Griffin,Retired NBA forward,colleague,Los Angeles Clippers teammates 2011-2017,https://en.wikipedia.org/wiki/Blake_Griffin
Chris Paul,NBA guard and former NBPA president,Devin Booker,NBA guard for the Phoenix Suns,colleague,Phoenix Suns teammates 2020-2023; 2021 NBA Finals run,https://en.wikipedia.org/wiki/Devin_Booker
Chris Paul,NBA guard and former NBPA president,James Harden,NBA guard,colleague,Houston Rockets teammates 2017-2019,https://en.wikipedia.org/wiki/James_Harden
Chris Paul,NBA guard and former NBPA president,Carmelo Anthony,Retired NBA forward,friend,Longtime friends; USA Basketball teammates,https://en.wikipedia.org/wiki/Carmelo_Anthony
Kawhi Leonard,NBA forward for the LA Clippers,Paul George,NBA forward,colleague,LA Clippers teammates 2019-2024,https://en.wikipedia.org/wiki/Paul_George
Kawhi Leonard,NBA forward for the LA Clippers,Gregg Popovich,San Antonio Spurs executive and former head coach,mentor,Coached by Popovich 2011-2018; 2014 championship,https://en.wikipedia.org/wiki/Gregg_Popovich
Jimmy Butler,NBA forward for the Golden State Warriors,Bam Adebayo,NBA center for the Miami Heat,colleague,Miami Heat teammates 2019-2025,https://en.wikipedia.org/wiki/Bam_Adebayo
Jimmy Butler,NBA forward for the Golden State Warriors,Erik Spoelstra,Miami Heat head coach,colleague,Coached by Spoelstra 2019-2025,https://en.wikipedia.org/wiki/Erik_Spoelstra
Jimmy Butler,NBA forward for the Golden State Warriors,Stephen Curry,NBA guard for the Golden State Warriors,colleague,Golden State Warriors teammates from February 2025,https://en.wikipedia.org/wiki/Stephen_Curry
Devin Booker,NBA guard for the Phoenix Suns,Chris Paul,NBA guard and former NBPA president,colleague,Phoenix Suns teammates 2020-2023; 2021 NBA Finals run,https://en.wikipedia.org/wiki/Devin_Booker
Devin Booker,NBA guard for the Phoenix Suns,Kevin Durant,NBA forward and Thirty Five Ventures cofounder,colleague,Phoenix Suns teammates 2023-2025,https://en.wikipedia.org/wiki/Devin_Booker
Devin Booker,NBA guard for the Phoenix Suns,Melvin Booker,Retired professional basketball guard,family,Father; played in the NBA and overseas,https://en.wikipedia.org/wiki/Melvin_Booker
Michael Jordan,Retired NBA guard and NASCAR team co-owner,Denny Hamlin,NASCAR driver and 23XI Racing co-owner,cofounder,Cofounded 23XI Racing in 2020,https://en.wikipedia.org/wiki/Denny_Hamlin
Michael Jordan,Retired NBA guard and NASCAR team co-owner,Phil Jackson,Retired NBA head coach and executive,colleague,Bulls head coach 1989-1998; six championships together,https://en.wikipedia.org/wiki/Phil_Jackson
Michael Jordan,Retired NBA guard and NASCAR team co-owner,Scottie Pippen,Retired NBA forward,colleague,Chicago Bulls teammates 1987-1998; six championships,https://en.wikipedia.org/wiki/Scottie_Pippen
Michael Jordan,Retired NBA guard and NASCAR team co-owner,Juanita Vanoy,Businesswoman,ex-spouse,Married 1989-2006; three children,https://en.wikipedia.org/wiki/Michael_Jordan
Michael Jordan,Retired NBA guard and NASCAR team co-owner,Yvette Prieto,Model,spouse,Married 2013,https://en.wikipedia.org/wiki/Michael_Jordan
Magic Johnson,Retired NBA guard and sports franchise investor,Kareem Abdul-Jabbar,Retired NBA center and author,colleague,Los Angeles Lakers teammates 1979-1989; five championships,https://en.wikipedia.org/wiki/Kareem_Abdul-Jabbar
Magic Johnson,Retired NBA guard and sports franchise investor,Larry Bird,Retired NBA forward and executive,colleague,Career-long rivals from the 1979 NCAA final onward,https://en.wikipedia.org/wiki/Larry_Bird
Magic Johnson,Retired NBA guard and sports franchise investor,EJ Johnson,Television personality,family,Son; adult public figure,https://en.wikipedia.org/wiki/EJ_Johnson
Magic Johnson,Retired NBA guard and sports franchise investor,Cookie Johnson,Author and philanthropist,spouse,Married 1991,https://en.wikipedia.org/wiki/Magic_Johnson
Shaquille O'Neal,Retired NBA center and broadcaster,Penny Hardaway,Retired NBA guard and college head coach,colleague,Orlando Magic teammates 1993-1996,https://en.wikipedia.org/wiki/Penny_Hardaway
Shaquille O'Neal,Retired NBA center and broadcaster,Phil Jackson,Retired NBA head coach and executive,colleague,Lakers head coach 1999-2004; three championships together,https://en.wikipedia.org/wiki/Phil_Jackson
Shaquille O'Neal,Retired NBA center and broadcaster,Shaunie Henderson,Television producer and author,ex-spouse,Married 2002-2011; four children,https://en.wikipedia.org/wiki/Shaunie_Henderson
Dwyane Wade,Retired NBA guard and Chicago Sky co-owner,Chris Bosh,Retired NBA forward,colleague,Miami Heat teammates 2010-2016; two championships,https://en.wikipedia.org/wiki/Chris_Bosh
Dwyane Wade,Retired NBA guard and Chicago Sky co-owner,LeBron James,NBA forward for the Los Angeles Lakers,colleague,Miami Heat teammates 2010-2014; two championships,https://en.wikipedia.org/wiki/Dwyane_Wade
Dwyane Wade,Retired NBA guard and Chicago Sky co-owner,Udonis Haslem,Retired NBA forward and Heat executive,colleague,Miami Heat teammates 2003-2019; three championships,https://en.wikipedia.org/wiki/Udonis_Haslem
Dwyane Wade,Retired NBA guard and Chicago Sky co-owner,Gabrielle Union,Actress and producer,spouse,Married 2014,https://en.wikipedia.org/wiki/Gabrielle_Union
Carmelo Anthony,Retired NBA forward,La La Anthony,Television personality and actress,ex-spouse,Married 2010-2021,https://en.wikipedia.org/wiki/La_La_Anthony
Carmelo Anthony,Retired NBA forward,Chris Paul,NBA guard and former NBPA president,friend,Longtime friends; USA Basketball teammates,https://en.wikipedia.org/wiki/Carmelo_Anthony
Carmelo Anthony,Retired NBA forward,LeBron James,NBA forward for the Los Angeles Lakers,friend,Longtime friends from USA Basketball; 2004-2012 Olympic teammates,https://en.wikipedia.org/wiki/Carmelo_Anthony
Carmelo Anthony,Retired NBA forward,Jim Boeheim,Retired Syracuse University head coach,mentor,Coached him to the 2003 NCAA championship at Syracuse,https://en.wikipedia.org/wiki/Jim_Boeheim
Caitlin Clark,WNBA guard for the Indiana Fever,Aliyah Boston,WNBA forward for the Indiana Fever,colleague,Indiana Fever teammates since 2024,https://en.wikipedia.org/wiki/Aliyah_Boston
Caitlin Clark,WNBA guard for the Indiana Fever,Kate Martin,WNBA guard,colleague,Iowa teammates 2020-2024,https://en.wikipedia.org/wiki/Kate_Martin_(basketball)
Caitlin Clark,WNBA guard for the Indiana Fever,Lisa Bluder,Retired Iowa Hawkeyes head coach,mentor,Coached her at Iowa 2020-2024; two NCAA title games,https://en.wikipedia.org/wiki/Lisa_Bluder
A'ja Wilson,WNBA forward for the Las Vegas Aces,Becky Hammon,Las Vegas Aces head coach,colleague,Coached by Hammon since 2022; two championships,https://en.wikipedia.org/wiki/Becky_Hammon
A'ja Wilson,WNBA forward for the Las Vegas Aces,Kelsey Plum,WNBA guard,colleague,Las Vegas Aces teammates 2018-2024; two championships,https://en.wikipedia.org/wiki/Kelsey_Plum
A'ja Wilson,WNBA forward for the Las Vegas Aces,Dawn Staley,South Carolina Gamecocks head coach,mentor,Coached her to the 2017 NCAA championship at South Carolina,https://en.wikipedia.org/wiki/Dawn_Staley
Breanna Stewart,WNBA forward for the New York Liberty,Sabrina Ionescu,WNBA guard for the New York Liberty,colleague,New York Liberty teammates since 2023; 2024 championship,https://en.wikipedia.org/wiki/Sabrina_Ionescu
Breanna Stewart,WNBA forward for the New York Liberty,Geno Auriemma,UConn Huskies head coach,mentor,Coached her to four consecutive NCAA titles 2013-2016,https://en.wikipedia.org/wiki/Geno_Auriemma
Breanna Stewart,WNBA forward for the New York Liberty,Marta Xargay,Retired Spanish basketball guard,spouse,Married 2021,https://en.wikipedia.org/wiki/Marta_Xargay
Sue Bird,Retired WNBA guard and Seattle Storm co-owner,Diana Taurasi,Retired WNBA guard,friend,UConn teammates 2000-2004 and longtime USA Basketball teammates,https://en.wikipedia.org/wiki/Diana_Taurasi
Sue Bird,Retired WNBA guard and Seattle Storm co-owner,Geno Auriemma,UConn Huskies head coach,mentor,Coached her at UConn; NCAA titles in 2000 and 2002,https://en.wikipedia.org/wiki/Geno_Auriemma
Sue Bird,Retired WNBA guard and Seattle Storm co-owner,Megan Rapinoe,Retired USWNT forward,partner,Partners since 2016; engaged 2020,https://en.wikipedia.org/wiki/Megan_Rapinoe
Diana Taurasi,Retired WNBA guard,Brittney Griner,WNBA center,colleague,Phoenix Mercury teammates 2013-2024,https://en.wikipedia.org/wiki/Brittney_Griner
Diana Taurasi,Retired WNBA guard,Sue Bird,Retired WNBA guard and Seattle Storm co-owner,friend,UConn teammates 2000-2004 and longtime USA Basketball teammates,https://en.wikipedia.org/wiki/Diana_Taurasi
Diana Taurasi,Retired WNBA guard,Penny Taylor,Retired Australian basketball forward,spouse,Married 2017,https://en.wikipedia.org/wiki/Penny_Taylor
Lionel Messi,Inter Miami forward and eight-time Ballon d'Or winner,Angel Di Maria,Argentine winger,colleague,Argentina teammates; 2021 Copa America and 2022 World Cup wins,https://en.wikipedia.org/wiki/%C3%81ngel_Di_Mar%C3%ADa
Lionel Messi,Inter Miami forward and eight-time Ballon d'Or winner,David Beckham,Retired midfielder and Inter Miami co-owner,colleague,Signed for Beckham's Inter Miami in 2023,https://en.wikipedia.org/wiki/David_Beckham
Lionel Messi,Inter Miami forward and eight-time Ballon d'Or winner,Jordi Alba,Spanish defender for Inter Miami,colleague,Barcelona teammates 2012-2021 and Inter Miami teammates from 2023,https://en.wikipedia.org/wiki/Jordi_Alba
Lionel Messi,Inter Miami forward and eight-time Ballon d'Or winner,Neymar,Brazilian forward and Santos captain,colleague,Barcelona teammates 2013-2017 and Paris Saint-Germain teammates 2021-2023,https://en.wikipedia.org/wiki/Neymar
Lionel Messi,Inter Miami forward and eight-time Ballon d'Or winner,Sergio Busquets,Spanish midfielder for Inter Miami,colleague,Barcelona teammates 2008-2021 and Inter Miami teammates from 2023,https://en.wikipedia.org/wiki/Sergio_Busquets
Lionel Messi,Inter Miami forward and eight-time Ballon d'Or winner,Luis Suarez,Uruguayan striker for Inter Miami,friend,Barcelona teammates 2014-2020; reunited at Inter Miami in 2023,https://en.wikipedia.org/wiki/Luis_Su%C3%A1rez
Lionel Messi,Inter Miami forward and eight-time Ballon d'Or winner,Pep Guardiola,Manchester City manager,mentor,Managed him at Barcelona 2008-2012; two Champions League titles,https://en.wikipedia.org/wiki/Pep_Guardiola
Lionel Messi,Inter Miami forward and eight-time Ballon d'Or winner,Antonela Roccuzzo,Businesswoman,spouse,Married 2017; childhood acquaintances from Rosario,https://en.wikipedia.org/wiki/Antonela_Roccuzzo
Cristiano Ronaldo,Al Nassr forward and five-time Ballon d'Or winner,Jorge Mendes,Football agent and Gestifute founder,agent,Represented by Mendes since 2002,https://en.wikipedia.org/wiki/Jorge_Mendes
Cristiano Ronaldo,Al Nassr forward and five-time Ballon d'Or winner,Karim Benzema,French striker for Al-Ittihad,colleague,Real Madrid teammates 2009-2018; four Champions League titles,https://en.wikipedia.org/wiki/Karim_Benzema
Cristiano Ronaldo,Al Nassr forward and five-time Ballon d'Or winner,Wayne Rooney,Retired England forward and manager,colleague,Manchester United teammates 2004-2009,https://en.wikipedia.org/wiki/Wayne_Rooney
Cristiano Ronaldo,Al Nassr forward and five-time Ballon d'Or winner,Alex Ferguson,Retired Manchester United manager,mentor,Managed him at Manchester United 2003-2009,https://en.wikipedia.org/wiki/Alex_Ferguson
Cristiano Ronaldo,Al Nassr forward and five-time Ballon d'Or winner,Georgina Rodriguez,Model and television personality,partner,Partners since 2016; engaged 2025,https://en.wikipedia.org/wiki/Georgina_Rodr%C3%ADguez
Kylian Mbappe,Real Madrid forward and France captain,Didier Deschamps,France national team manager,colleague,Managed by Deschamps since 2017; 2018 World Cup win,https://en.wikipedia.org/wiki/Didier_Deschamps
Kylian Mbappe,Real Madrid forward and France captain,Neymar,Brazilian forward and Santos captain,colleague,Paris Saint-Germain teammates 2017-2023,https://en.wikipedia.org/wiki/Neymar
Kylian Mbappe,Real Madrid forward and France captain,Ethan Mbappe,French midfielder,family,Younger brother; professional footballer,https://en.wikipedia.org/wiki/Ethan_Mbapp%C3%A9
Erling Haaland,Manchester City striker,Pep Guardiola,Manchester City manager,colleague,Managed by Guardiola since 2022; 2023 treble,https://en.wikipedia.org/wiki/Pep_Guardiola
Erling Haaland,Manchester City striker,Alfie Haaland,Retired Norwegian footballer,family,Father; played in the Premier League for Leeds and Manchester City,https://en.wikipedia.org/wiki/Alf-Inge_H%C3%A5land
Neymar,Brazilian forward and Santos captain,Kylian Mbappe,Real Madrid forward and France captain,colleague,Paris Saint-Germain teammates 2017-2023,https://en.wikipedia.org/wiki/Neymar
Neymar,Brazilian forward and Santos captain,Lionel Messi,Inter Miami forward and eight-time Ballon d'Or winner,colleague,Barcelona teammates 2013-2017 and Paris Saint-Germain teammates 2021-2023,https://en.wikipedia.org/wiki/Neymar
Neymar,Brazilian forward and Santos captain,Neymar Santos Sr.,Former footballer and business manager,family,Father; manages his commercial affairs,https://en.wikipedia.org/wiki/Neymar
Kevin De Bruyne,Belgian midfielder and former Manchester City captain,Pep Guardiola,Manchester City manager,colleague,Managed by Guardiola 2016-2025; 2023 treble,https://en.wikipedia.org/wiki/Pep_Guardiola
Kevin De Bruyne,Belgian midfielder and former Manchester City captain,Michele Lacroix,Belgian businesswoman,spouse,Married 2017,https://en.wikipedia.org/wiki/Kevin_De_Bruyne
Mohamed Salah,Liverpool forward and Egypt captain,Jurgen Klopp,Former Liverpool manager,colleague,Managed by Klopp 2017-2024; 2019 Champions League title,https://en.wikipedia.org/wiki/J%C3%BCrgen_Klopp
Mohamed Salah,Liverpool forward and Egypt captain,Sadio Mane,Senegalese forward for Al Nassr,colleague,Liverpool teammates 2017-2022,https://en.wikipedia.org/wiki/Sadio_Man%C3%A9
Vinicius Junior,Real Madrid forward,Carlo Ancelotti,Brazil national team manager,colleague,Managed by Ancelotti at Real Madrid 2021-2025,https://en.wikipedia.org/wiki/Carlo_Ancelotti
Vinicius Junior,Real Madrid forward,Jude Bellingham,Real Madrid midfielder,colleague,Real Madrid teammates since 2023,https://en.wikipedia.org/wiki/Vin%C3%ADcius_J%C3%BAnior
Vinicius Junior,Real Madrid forward,Rodrygo,Brazilian forward for Real Madrid,colleague,Real Madrid teammates since 2019,https://en.wikipedia.org/wiki/Rodrygo
Jude Bellingham,Real Madrid midfielder,Vinicius Junior,Real Madrid forward,colleague,Real Madrid teammates since 2023,https://en.wikipedia.org/wiki/Vin%C3%ADcius_J%C3%BAnior
Jude Bellingham,Real Madrid midfielder,Jobe Bellingham,English midfielder,family,Younger brother; professional footballer,https://en.wikipedia.org/wiki/Jobe_Bellingham
Robert Lewandowski,Barcelona striker and Poland captain,Thomas Muller,German forward,colleague,Bayern Munich teammates 2014-2022; 2020 treble,https://en.wikipedia.org/wiki/Thomas_M%C3%BCller
Robert Lewandowski,Barcelona striker and Poland captain,Anna Lewandowska,Karate champion and nutritionist,spouse,Married 2013,https://en.wikipedia.org/wiki/Anna_Lewandowska
Luka Modric,Croatian midfielder and 2018 Ballon d'Or winner,Toni Kroos,Retired German midfielder,colleague,Real Madrid midfield partners 2014-2024; five Champions League titles,https://en.wikipedia.org/wiki/Toni_Kroos
Luka Modric,Croatian midfielder and 2018 Ballon d'Or winner,Zlatko Dalic,Croatia national team manager,colleague,Captained Croatia under Dalic to the 2018 World Cup final,https://en.wikipedia.org/wiki/Zlatko_Dali%C4%87
David Beckham,Retired midfielder and Inter Miami co-owner,Gary Neville,Retired defender and broadcaster,colleague,Manchester United teammates 1992-2003,https://en.wikipedia.org/wiki/Gary_Neville
David Beckham,Retired midfielder and Inter Miami co-owner,Lionel Messi,Inter Miami forward and eight-time Ballon d'Or winner,colleague,Signed for Beckham's Inter Miami in 2023,https://en.wikipedia.org/wiki/David_Beckham
David Beckham,Retired midfielder and Inter Miami co-owner,Brooklyn Beckham,Photographer and media personality,family,Son; adult public figure,https://en.wikipedia.org/wiki/Brooklyn_Beckham
David Beckham,Retired midfielder and Inter Miami co-owner,Alex Ferguson,Retired Manchester United manager,mentor,Managed him at Manchester United 1992-2003,https://en.wikipedia.org/wiki/Alex_Ferguson
David Beckham,Retired midfielder and Inter Miami co-owner,Victoria Beckham,Fashion designer and former Spice Girls member,spouse,Married 1999,https://en.wikipedia.org/wiki/Victoria_Beckham
Megan Rapinoe,Retired USWNT forward,Alex Morgan,Retired USWNT forward,colleague,USWNT teammates; 2015 and 2019 World Cup titles,https://en.wikipedia.org/wiki/Alex_Morgan
Megan Rapinoe,Retired USWNT forward,Rachael Rapinoe,Cofounder of Mendi,family,Twin sister,https://en.wikipedia.org/wiki/Megan_Rapinoe
Megan Rapinoe,Retired USWNT forward,Sue Bird,Retired WNBA guard and Seattle Storm co-owner,partner,Partners since 2016; engaged 2020,https://en.wikipedia.org/wiki/Megan_Rapinoe
Alex Morgan,Retired USWNT forward,Megan Rapinoe,Retired USWNT forward,colleague,USWNT teammates; 2015 and 2019 World Cup titles,https://en.wikipedia.org/wiki/Alex_Morgan
Alex Morgan,Retired USWNT forward,Servando Carrasco,Retired MLS midfielder,spouse,Married 2014,https://en.wikipedia.org/wiki/Servando_Carrasco
Marta,Brazilian forward for Orlando Pride,Pia Sundhage,Swedish football manager,colleague,Managed by Sundhage with Brazil 2019-2023,https://en.wikipedia.org/wiki/Pia_Sundhage
Marta,Brazilian forward for Orlando Pride,Toni Pressley,Retired American defender,spouse,Married 2022; Orlando Pride teammates,https://en.wikipedia.org/wiki/Toni_Pressley
Sam Kerr,Chelsea striker and Australia captain,Emma Hayes,USWNT head coach,colleague,Managed by Hayes at Chelsea 2020-2024,https://en.wikipedia.org/wiki/Emma_Hayes
Sam Kerr,Chelsea striker and Australia captain,Kristie Mewis,American midfielder,partner,Engaged 2023; child born 2024,https://en.wikipedia.org/wiki/Kristie_Mewis
Aitana Bonmati,Barcelona midfielder and Ballon d'Or Feminin winner,Alexia Putellas,Barcelona midfielder and Spain international,colleague,Barcelona and Spain teammates; 2023 World Cup win,https://en.wikipedia.org/wiki/Alexia_Putellas
Aitana Bonmati,Barcelona midfielder and Ballon d'Or Feminin winner,Jonatan Giraldez,Football manager,colleague,Coached her at Barcelona 2021-2024 through a continental quadruple,https://en.wikipedia.org/wiki/Jonatan_Gir%C3%A1ldez
Aitana Bonmati,Barcelona midfielder and Ballon d'Or Feminin winner,Patri Guijarro,Spanish midfielder for Barcelona,colleague,Barcelona midfield teammates since 2016,https://en.wikipedia.org/wiki/Patri_Guijarro
Aitana Bonmati,Barcelona midfielder and Ballon d'Or Feminin winner,Salma Paralluelo,Spanish forward for Barcelona,colleague,Barcelona and Spain teammates; 2023 World Cup win,https://en.wikipedia.org/wiki/Salma_Paralluelo
Alexia Putellas,Barcelona midfielder and Spain international,Aitana Bonmati,Barcelona midfielder and Ballon d'Or Feminin winner,colleague,Barcelona and Spain teammates; 2023 World Cup win,https://en.wikipedia.org/wiki/Alexia_Putellas
Alexia Putellas,Barcelona midfielder and Spain international,Jonatan Giraldez,Football manager,colleague,Managed by Giraldez at Barcelona 2021-2024,https://en.wikipedia.org/wiki/Jonatan_Gir%C3%A1ldez
Harry Kane,Bayern Munich striker and England captain,Son Heung-min,South Korean forward and national team captain,colleague,Tottenham Hotspur teammates 2015-2023; record Premier League link-up,https://en.wikipedia.org/wiki/Son_Heung-min
Harry Kane,Bayern Munich striker and England captain,Katie Goodland,Sports scientist,spouse,Married 2019; childhood friends,https://en.wikipedia.org/wiki/Harry_Kane
Son Heung-min,South Korean forward and national team captain,Harry Kane,Bayern Munich striker and England captain,colleague,Tottenham Hotspur teammates 2015-2023; record Premier League link-up,https://en.wikipedia.org/wiki/Son_Heung-min
Son Heung-min,South Korean forward and national team captain,Son Woong-jung,Football coach and former player,family,Father and first coach,https://en.wikipedia.org/wiki/Son_Heung-min
Novak Djokovic,Serbian tennis player with 24 Grand Slam singles titles,Andy Murray,Retired British tennis player and two-time Wimbledon champion,colleague,Career-long rivals from junior tennis; Murray coached him in 2025,https://en.wikipedia.org/wiki/Andy_Murray
Novak Djokovic,Serbian tennis player with 24 Grand Slam singles titles,Goran Ivanisevic,Retired Croatian tennis player and coach,colleague,Coached him 2019-2024,https://en.wikipedia.org/wiki/Goran_Ivani%C5%A1evi%C4%87
